ID,reg1,reg2,reg3,reg4,home,chld,hinc,genf,wrat,avhv,incm,inca,plow,npro,tgif,lgif,rgif,tdon,tlag,agif,donr,damt
81,0,1,0,0,1,2,5,0,9,179,41,54,2,84,197,6,4,17,7,6.37,1,14
83,1,0,0,0,1,2,4,0,9,193,60,64,2,20,53,25,20,18,5,16.08,0,0
84,1,0,0,0,1,3,7,1,6,148,35,38,22,84,113,15,18,21,7,12.38,0,0
87,0,0,1,0,1,2,2,1,8,106,34,34,13,92,152,97,48,22,6,24.96,0,0
88,0,0,0,0,1,3,2,0,9,109,20,29,23,62,109,15,8,15,9,14,0,0
89,0,1,0,0,1,2,7,0,9,246,39,60,9,46,66,14,11,23,5,9.67,0,0
90,0,0,0,0,1,1,4,1,8,100,21,24,30,79,130,13,17,15,13,8.58,0,0
93,0,1,0,0,1,0,4,1,6,145,61,61,6,68,107,24,28,8,6,17.15,1,17
95,0,1,0,0,1,0,2,0,9,218,54,57,21,44,62,28,17,20,9,14.94,1,16
97,0,1,0,0,0,2,1,0,8,137,46,46,12,17,45,23,15,20,12,11.27,0,0
98,1,0,0,0,1,0,4,1,8,144,39,56,14,46,103,6,5,21,10,5.23,1,12
100,1,0,0,0,0,0,4,1,8,284,73,73,1,117,281,14,20,13,6,8.94,1,15
101,0,0,1,0,0,2,4,0,6,145,33,42,10,33,61,9,6,20,13,4.57,0,0
106,1,0,0,0,1,3,6,1,9,122,23,40,18,49,96,32,17,18,5,14.02,0,0
109,0,1,0,0,0,2,4,0,8,177,23,66,23,67,111,26,24,14,15,22.2,0,0
112,0,1,0,0,1,2,4,0,8,214,48,78,6,55,112,5,5,28,22,3.34,0,0
113,0,1,0,0,1,4,2,0,7,221,118,118,1,117,424,11,9,20,3,12.73,1,13
116,1,0,0,0,1,3,5,1,6,139,45,45,10,21,60,7,7,24,4,5.24,1,13
117,1,0,0,0,1,5,4,1,9,107,11,29,55,87,160,21,21,23,12,12.95,0,0
118,0,1,0,0,1,2,4,1,9,201,42,43,6,15,72,72,32,19,4,25.69,0,0
119,0,1,0,0,1,2,4,1,8,225,59,94,2,47,103,30,19,22,6,13.4,1,14
120,0,0,0,1,1,0,2,0,8,159,68,68,12,92,119,12,6,13,5,5.93,1,14
122,0,0,0,0,1,0,3,1,4,173,25,46,12,52,88,9,11,22,4,4.73,1,12
124,0,0,0,1,1,5,6,0,1,186,43,72,12,40,56,34,16,19,7,19.3,0,0
126,0,0,0,0,1,0,4,1,9,169,38,49,12,53,56,8,8,12,8,6.85,1,13
127,0,1,0,0,1,0,4,1,8,105,31,37,11,36,69,6,5,14,8,4.69,1,13
129,0,0,1,0,1,0,4,1,8,92,21,30,45,23,43,11,8,19,6,10.46,1,15
130,1,0,0,0,0,3,4,0,3,224,26,63,16,31,46,30,14,13,12,16.69,0,0
131,0,0,1,0,1,3,1,1,9,200,47,47,9,38,70,14,13,21,17,16.88,0,0
133,0,0,1,0,1,2,2,0,2,192,37,53,16,10,34,4,3,22,13,6.86,0,0
138,0,0,1,0,0,3,6,0,8,184,61,61,9,48,75,52,30,19,6,19.04,0,0
140,0,0,1,0,1,5,5,0,9,170,71,71,7,88,82,5,3,34,7,5.44,0,0
142,1,0,0,0,1,0,6,0,4,137,23,30,23,36,82,43,25,17,3,19.25,1,16
147,0,0,0,1,1,2,3,1,8,165,48,65,16,35,70,19,9,15,8,7.67,0,0
148,0,0,0,0,1,4,5,1,8,152,43,44,20,45,83,13,14,14,6,8.72,0,0
149,0,0,0,1,1,3,2,1,6,131,34,41,10,112,188,21,16,18,10,7.35,0,0
151,0,0,0,0,1,0,4,1,9,237,42,80,7,37,65,21,16,17,7,12.14,1,14
152,0,0,0,0,1,0,3,0,8,149,29,34,18,81,157,19,20,13,3,14.73,1,16
153,0,1,0,0,1,5,4,0,6,146,68,68,3,36,58,19,18,17,4,7.76,0,0
155,0,0,1,0,0,0,4,1,5,102,17,32,45,43,76,16,7,22,7,10.1,0,0
157,0,0,0,0,1,2,6,1,8,368,117,142,0,68,135,19,17,16,10,13.67,0,0
163,1,0,0,0,1,5,2,1,8,140,27,42,11,33,71,19,25,14,10,15.13,0,0
165,0,1,0,0,1,4,4,1,9,182,42,53,7,120,200,16,17,14,10,10.16,1,13
168,0,0,0,0,1,0,4,1,9,150,50,55,8,65,127,13,6,19,5,8.14,1,14
169,0,1,0,0,1,3,4,0,4,164,32,53,20,12,45,8,4,16,19,8.27,0,0
172,0,0,0,1,1,2,4,1,8,233,149,149,0,130,162,17,17,18,9,14.63,1,16
173,0,0,0,1,0,2,4,0,7,124,28,32,16,75,85,74,40,13,4,27.32,0,0
175,0,1,0,0,0,4,4,0,7,156,39,53,4,88,164,10,5,12,5,4.58,0,0
177,0,0,0,0,1,0,4,0,4,214,67,93,0,121,248,9,9,13,12,6.91,1,14
179,0,0,0,1,1,2,4,1,9,220,58,58,5,25,62,20,20,18,3,19.17,1,17
180,1,0,0,0,0,2,2,0,6,105,25,29,19,27,58,24,28,11,2,11.84,0,0
184,1,0,0,0,1,3,4,0,9,235,61,61,1,26,64,9,8,16,4,8.83,1,12
187,0,0,1,0,1,0,4,1,9,289,72,90,1,45,71,12,9,15,5,8.76,1,15
189,0,0,0,0,0,2,2,0,4,111,20,41,32,24,53,12,10,15,4,12.76,0,0
190,1,0,0,0,1,0,3,0,9,209,49,63,4,101,338,15,13,14,10,11.81,1,15
191,0,0,0,0,1,5,4,0,8,99,18,25,45,68,177,177,39,19,12,33.27,0,0
193,0,1,0,0,1,3,3,1,8,93,26,29,20,19,41,17,10,20,6,10.71,0,0
194,1,0,0,0,1,3,2,0,8,237,33,59,7,83,131,54,24,21,5,14.13,1,14
201,1,0,0,0,1,5,4,0,6,153,56,56,6,50,72,28,24,19,13,14.25,0,0
202,0,1,0,0,1,0,4,1,9,121,20,37,32,100,160,24,17,21,3,10.13,1,15
203,0,0,1,0,1,2,6,1,9,211,50,50,7,31,65,65,21,25,4,23.8,0,0
204,0,0,1,0,0,2,4,0,4,151,20,47,31,134,372,20,18,18,6,13.21,0,0
206,0,1,0,0,0,0,5,0,8,119,19,25,40,34,59,19,10,21,4,14.58,0,0
207,1,0,0,0,0,2,4,0,8,217,68,68,0,92,175,28,9,22,9,14.79,0,0
208,1,0,0,0,1,0,5,1,4,240,41,73,3,34,63,11,6,17,7,7.69,1,14
209,1,0,0,0,1,3,3,0,8,125,20,42,37,73,192,12,12,19,7,7.73,0,0
212,0,0,1,0,1,1,4,1,8,69,18,23,32,16,38,7,8,13,17,7.11,0,0
218,0,0,1,0,1,1,5,1,9,162,39,43,9,27,39,6,6,12,21,6.44,0,0
219,0,0,0,0,1,2,1,1,7,180,39,45,14,95,247,47,28,23,6,16.38,0,0
220,1,0,0,0,1,3,4,1,8,108,37,37,12,44,71,30,41,16,7,12.93,1,14
221,0,1,0,0,1,4,5,0,1,174,36,43,7,19,44,16,7,18,12,13.06,0,0
222,0,0,0,0,1,2,2,1,9,66,22,28,33,44,59,7,7,15,13,6.52,0,0
223,0,0,1,0,0,2,7,1,8,261,45,67,4,49,92,76,32,11,3,18.9,0,0
225,0,1,0,0,0,2,5,1,9,144,23,34,17,12,54,6,5,20,9,7.9,0,0
226,0,0,0,0,1,1,4,1,6,146,60,60,3,89,140,18,9,14,5,14.6,1,15
227,0,0,0,1,1,0,4,1,9,81,12,23,56,77,180,20,12,17,16,17.43,0,0
228,0,0,0,1,1,0,4,1,9,182,37,55,12,51,243,243,173,17,15,18.17,1,19
232,0,0,0,1,1,0,1,1,9,118,20,34,35,93,137,5,5,15,8,4.51,0,0
233,1,0,0,0,1,2,1,1,8,201,18,53,22,26,53,53,17,22,12,16.34,0,0
238,1,0,0,0,1,2,4,0,9,142,53,58,6,15,43,9,8,18,10,6.3,0,0
242,1,0,0,0,1,1,4,1,6,222,44,68,11,69,98,21,29,13,5,24.95,1,16
244,0,0,1,0,1,4,2,1,8,173,56,56,8,103,152,31,44,17,19,14.4,0,0
245,0,0,0,1,1,3,3,1,8,117,22,33,18,107,262,14,5,13,7,7.7,0,0
247,0,1,0,0,1,2,4,1,9,186,38,39,16,80,199,34,21,18,2,12.45,1,14
248,0,0,0,1,1,0,5,0,9,206,28,57,3,75,129,17,9,22,11,9.61,1,19
249,0,0,0,0,1,2,3,1,8,353,57,100,2,78,95,27,20,16,7,15.02,0,0
251,0,1,0,0,1,3,4,0,9,144,20,33,41,56,85,35,21,17,2,14.07,1,16
252,0,1,0,0,1,0,5,1,5,114,31,31,27,111,111,20,18,12,17,15.64,1,16
254,1,0,0,0,0,0,4,1,8,298,46,81,10,119,135,11,4,15,4,9.89,1,13
255,0,0,1,0,1,0,2,1,7,190,46,56,4,49,256,256,69,14,12,19.25,0,0
256,0,1,0,0,1,2,4,0,8,233,59,64,2,93,164,10,16,15,8,5.1,1,13
257,0,1,0,0,1,4,6,1,9,155,26,68,14,20,59,15,10,35,7,8.21,0,0
260,1,0,0,0,1,0,4,1,5,111,12,37,43,110,179,16,13,20,20,6.79,1,14
262,0,0,0,0,1,2,5,1,8,310,54,86,1,66,94,19,14,22,12,10.17,0,0
266,0,0,0,0,1,0,3,0,9,150,81,81,4,45,137,10,8,16,4,7.16,1,14
268,0,0,0,0,1,0,4,1,9,101,18,46,52,90,112,7,4,19,6,8.53,1,15
270,0,1,0,0,1,4,5,1,3,109,23,35,37,8,31,27,18,17,15,16.7,0,0
271,0,0,0,1,1,0,4,0,9,405,100,100,0,36,54,18,8,19,4,16.49,1,16
278,0,0,0,0,1,0,4,0,8,153,45,45,6,44,76,18,30,18,8,12.71,1,16
282,0,0,0,0,1,0,4,1,9,205,31,58,7,28,41,22,18,20,3,11.38,1,14
283,0,0,0,0,1,2,4,0,9,135,31,38,23,93,133,21,15,22,4,18.56,1,14
285,0,0,0,0,1,0,4,1,6,116,28,45,11,121,396,8,7,22,8,6.38,1,15
286,0,1,0,0,1,1,4,1,9,136,16,36,33,61,56,5,5,21,9,5.09,1,12
289,0,0,1,0,1,4,5,1,4,489,111,125,0,90,144,18,17,21,4,13.15,0,0
291,0,0,0,1,1,3,1,1,5,81,29,31,27,83,117,21,20,18,7,15.13,0,0
294,0,1,0,0,1,2,4,1,6,118,31,40,27,76,221,9,11,15,4,11.02,1,17
298,1,0,0,0,1,0,5,0,8,274,57,57,5,28,61,25,14,17,4,10.22,1,14
299,0,1,0,0,1,0,4,1,8,155,28,34,22,108,449,35,20,20,3,20.43,1,15
301,0,1,0,0,1,3,4,0,6,233,44,82,4,95,187,25,23,14,4,19.88,1,16
304,0,0,1,0,1,2,4,1,8,149,13,36,32,51,73,21,9,20,28,10.55,0,0
305,0,0,1,0,1,0,4,1,6,109,31,46,15,79,152,152,45,16,6,21.89,1,18
306,0,1,0,0,1,0,4,1,3,420,96,127,0,47,66,21,20,15,4,11.56,1,14
311,1,0,0,0,1,2,4,1,3,80,29,32,31,13,43,20,28,22,18,19.39,0,0
314,0,1,0,0,1,2,4,1,8,205,91,91,4,71,130,130,27,22,5,30.29,1,16
315,0,0,0,1,1,0,4,0,8,87,37,37,41,14,31,10,13,22,3,8.01,1,16
317,0,0,0,1,1,3,4,1,7,135,48,48,17,61,93,15,23,17,6,9.01,1,15
318,0,0,1,0,1,0,6,1,8,160,23,41,9,49,102,46,23,19,4,15.91,0,0
319,0,0,0,0,1,2,6,1,9,170,37,58,5,53,96,36,55,20,7,22.01,0,0
320,1,0,0,0,1,0,6,1,8,160,40,42,9,99,111,11,6,22,4,6.73,1,13
323,0,1,0,0,0,2,4,1,1,144,50,50,3,102,214,46,29,23,4,34.5,0,0
324,1,0,0,0,1,0,4,1,9,98,13,26,44,56,89,21,13,12,6,16.82,1,14
326,0,0,0,0,1,4,6,0,3,129,49,49,6,13,33,30,20,19,3,11.58,0,0
330,0,0,0,0,1,2,3,0,3,121,41,41,6,21,37,11,12,19,7,6.48,0,0
332,0,1,0,0,1,2,3,0,8,230,51,83,1,130,178,36,12,15,6,16.39,1,14
334,0,0,0,0,0,2,3,1,9,155,42,50,20,70,116,9,7,18,9,5.78,0,0
336,0,1,0,0,1,4,4,1,8,137,33,40,13,57,76,22,28,17,8,12.46,0,0
337,0,0,0,0,1,0,2,0,8,158,26,41,20,74,183,6,9,16,7,6.37,1,12
339,0,0,0,0,1,0,4,1,8,164,54,54,6,40,161,161,68,17,7,40.58,1,17
340,1,0,0,0,1,0,4,1,9,229,37,64,6,32,54,17,14,15,4,11.59,1,14
342,1,0,0,0,1,3,4,1,8,250,39,81,4,13,53,14,13,25,10,11.97,0,0
343,0,0,0,0,1,1,2,0,8,166,38,51,4,79,129,13,10,18,6,10.46,0,0
346,0,0,0,1,1,0,4,0,8,118,20,29,18,117,175,12,6,14,6,4.75,1,15
348,0,1,0,0,1,0,4,0,8,219,109,109,0,10,128,128,81,13,5,30.72,1,18
349,0,0,0,0,1,0,4,0,9,101,23,34,25,62,107,14,31,15,4,16.74,1,16
351,1,0,0,0,1,4,5,0,8,294,57,81,4,76,162,15,10,39,12,9.59,0,0
352,0,1,0,0,1,0,4,1,8,189,52,53,11,29,64,15,10,18,5,10.79,1,15
354,1,0,0,0,1,2,4,0,8,112,40,49,5,100,259,22,12,21,6,8.66,1,13
355,0,0,0,1,0,3,4,0,8,216,54,54,8,7,30,19,21,14,4,9.81,0,0
356,0,1,0,0,1,0,4,0,8,203,75,75,6,74,84,17,16,22,9,12.91,1,14
357,1,0,0,0,1,0,4,1,5,175,54,59,1,43,67,19,16,22,5,23.26,1,17
358,0,1,0,0,1,3,3,0,8,204,76,76,3,47,79,32,16,17,7,12.55,1,15
363,0,1,0,0,1,0,5,1,6,127,28,37,10,87,150,19,29,18,4,11.23,1,15
368,0,1,0,0,0,0,4,1,4,227,82,83,1,17,34,12,6,16,5,7.75,1,12
369,0,0,0,1,1,1,1,0,9,193,43,51,9,11,50,17,16,18,3,13.27,0,0
373,0,1,0,0,1,3,6,1,4,155,45,45,9,101,231,7,4,16,7,4.96,0,0
375,1,0,0,0,1,2,4,1,4,90,15,23,58,46,62,3,4,24,6,5.16,0,0
376,0,0,0,0,1,1,4,1,0,291,48,80,1,62,149,18,21,21,3,7.79,0,0
379,0,1,0,0,1,0,5,0,5,101,42,42,12,143,248,13,8,15,3,6.34,1,14
380,0,1,0,0,1,1,4,1,9,225,35,46,8,40,78,23,24,23,4,11.19,1,14
385,1,0,0,0,1,3,5,1,8,197,15,57,14,95,169,28,6,21,5,14.08,0,0
386,0,0,1,0,1,0,4,1,8,206,57,63,7,77,140,21,28,11,8,18.98,1,16
397,0,1,0,0,1,2,2,1,0,214,72,72,2,101,158,12,13,14,9,14.48,0,0
398,0,0,0,0,0,2,2,0,3,271,100,100,0,24,58,4,4,13,5,4.07,0,0
402,0,0,0,0,1,2,1,1,3,218,38,53,10,23,42,31,34,14,11,17.11,0,0
404,0,0,0,1,1,3,4,0,4,211,26,66,13,45,82,17,10,24,5,6.3,0,0
405,0,1,0,0,1,0,6,1,5,176,31,51,13,64,86,63,23,16,4,20.67,1,16
410,0,1,0,0,1,2,4,0,9,259,62,74,6,76,115,18,14,13,8,12.53,1,13
412,0,0,0,0,1,0,4,1,8,169,47,50,6,75,112,36,23,14,3,18.31,1,16
414,0,0,0,1,1,0,1,1,8,167,61,61,2,81,120,12,13,14,4,8.03,0,0
417,0,0,0,1,1,4,7,1,8,288,99,117,0,36,53,14,12,18,13,11.63,0,0
419,1,0,0,0,1,1,4,1,9,241,60,60,4,91,220,19,9,20,9,14.55,1,15
422,0,1,0,0,1,2,5,1,9,110,22,26,34,76,175,15,15,23,5,8.4,1,14
423,0,1,0,0,1,2,4,0,8,140,15,30,36,38,80,16,11,23,5,9.71,0,0
426,0,1,0,0,1,4,4,0,7,215,61,71,1,101,146,10,13,23,6,12.47,1,16
429,0,0,0,0,1,2,7,0,4,123,34,36,8,61,112,4,3,23,5,3.8,0,0
430,0,1,0,0,1,0,2,1,8,140,23,34,22,82,139,19,9,20,8,7.78,1,12
431,0,1,0,0,1,3,4,1,8,235,74,74,2,89,168,14,8,23,4,8.65,1,12
432,0,0,0,1,1,0,5,1,8,143,17,35,24,16,66,66,46,15,14,17.71,1,18
437,0,0,1,0,1,3,6,1,1,110,20,46,38,69,130,11,5,13,5,5.23,0,0
440,0,0,1,0,1,2,5,0,5,85,15,21,49,32,73,21,13,19,6,11.46,0,0
441,1,0,0,0,1,0,2,0,8,233,53,53,5,73,94,30,15,14,8,15.48,1,14
442,0,0,0,1,1,2,4,0,8,189,70,70,0,20,59,21,20,18,5,16.96,1,16
443,0,1,0,0,1,0,4,0,3,184,41,46,8,92,127,24,15,16,25,16,1,14
444,0,1,0,0,1,0,4,0,8,167,16,60,19,79,105,20,11,35,6,15.61,1,14
446,0,1,0,0,1,2,4,1,7,126,27,32,19,65,90,25,14,15,9,23.84,1,15
447,0,1,0,0,1,0,5,1,8,162,57,57,5,95,146,34,23,16,8,15.57,1,15
448,0,1,0,0,0,0,4,1,2,127,44,44,9,35,58,21,19,17,2,15.01,1,12
450,0,0,0,1,1,0,1,0,9,257,68,79,0,88,212,29,10,17,11,9.38,0,0
452,0,1,0,0,1,2,2,0,8,137,17,37,22,19,41,22,22,16,10,14.57,0,0
453,0,1,0,0,0,3,3,1,3,160,24,34,21,36,78,5,5,20,4,4.74,0,0
454,0,1,0,0,1,3,1,0,7,82,13,19,48,48,74,24,19,31,6,12.16,0,0
455,0,0,0,1,1,2,4,0,8,162,19,36,22,78,108,14,7,13,3,12.29,1,14
458,1,0,0,0,1,2,5,1,8,154,33,56,5,31,61,35,20,15,5,15.78,0,0
459,0,0,0,0,0,4,3,1,9,142,51,51,6,21,55,29,20,13,9,21.28,0,0
460,0,1,0,0,1,2,4,0,9,362,125,125,0,14,32,8,7,13,3,8.34,1,12
461,0,0,0,1,1,3,4,0,8,149,42,44,13,45,45,4,4,25,4,4.11,0,0
463,0,0,0,0,1,2,4,0,8,191,47,63,11,15,49,20,14,25,6,16.91,0,0
464,1,0,0,0,1,2,2,1,8,181,56,56,6,72,114,15,13,19,14,14.54,0,0
465,1,0,0,0,1,3,4,1,8,119,34,38,10,73,73,15,10,19,8,11.14,0,0
469,0,0,0,0,1,0,4,0,8,324,87,118,0,44,63,18,10,18,4,12.57,1,14
470,0,0,0,0,1,4,5,0,0,91,25,30,18,40,75,6,10,14,8,5.1,0,0
472,1,0,0,0,1,0,7,0,9,129,40,44,11,63,92,41,36,17,4,19.97,1,16
484,0,0,0,0,1,2,2,1,0,135,76,76,2,67,116,67,45,21,4,21.99,0,0
485,0,1,0,0,1,3,5,1,8,114,24,28,21,93,177,45,44,16,6,23.85,1,16
486,0,1,0,0,1,2,2,0,4,298,65,83,0,39,74,7,3,17,5,4.48,0,0
487,0,0,0,1,1,0,5,1,8,161,13,35,38,62,105,12,10,21,7,7.14,1,16
492,0,0,0,1,1,1,3,1,8,200,45,48,6,41,69,17,8,23,4,8.64,0,0
493,0,0,0,0,1,3,4,0,8,368,143,143,0,14,26,23,14,12,3,12.7,0,0
494,0,1,0,0,1,2,4,1,7,148,42,42,13,37,62,20,11,17,5,11.43,1,14
495,0,1,0,0,1,0,2,1,9,128,29,39,21,47,61,43,22,16,6,12.69,1,15
496,0,0,0,0,1,2,6,1,1,105,24,38,37,43,55,20,13,14,6,13.87,0,0
502,0,0,0,1,1,4,4,1,9,131,14,33,24,77,94,4,7,15,7,4.81,0,0
506,0,0,0,1,1,0,4,1,8,227,46,55,2,112,123,9,7,13,5,4.14,1,15
507,0,1,0,0,1,0,6,0,8,197,58,58,6,78,89,24,20,13,4,21.48,1,17
511,1,0,0,0,0,2,2,0,7,246,50,51,12,43,61,9,5,13,9,5.27,0,0
513,0,0,1,0,1,0,3,0,9,207,32,59,5,81,160,14,13,24,19,8.05,1,14
514,1,0,0,0,1,0,6,1,9,273,67,67,0,58,78,43,53,24,5,26.83,1,17
515,0,0,0,1,1,2,6,1,9,243,71,71,5,32,54,15,13,24,17,9.2,0,0
519,0,0,1,0,1,4,4,1,2,331,57,82,2,30,50,9,4,21,21,6.74,0,0
520,0,1,0,0,1,2,4,1,9,106,21,32,13,72,143,143,53,14,12,51.39,1,15
523,0,0,0,1,1,2,4,0,9,198,73,73,2,16,51,13,11,17,8,10.31,0,0
525,0,1,0,0,0,2,4,0,5,251,48,49,6,124,190,64,43,36,6,21.68,0,0
526,0,1,0,0,1,3,5,1,8,192,33,54,11,66,82,15,30,17,6,18.78,0,0
528,0,1,0,0,1,5,5,0,5,137,26,49,12,99,116,21,20,16,6,15.51,0,0
531,0,0,0,0,1,0,2,1,8,157,32,42,13,82,223,11,6,23,3,4.47,1,12
532,0,0,0,1,1,0,5,1,8,156,27,40,19,87,231,15,19,16,15,10.53,1,17
533,0,0,0,1,0,4,4,1,5,146,17,40,39,37,60,8,6,19,3,5.9,0,0
535,0,0,0,0,1,0,4,1,9,173,63,63,5,25,58,14,11,15,2,5.54,1,13
537,0,1,0,0,1,0,5,1,6,236,65,79,4,41,63,6,5,16,7,4.73,1,14
539,1,0,0,0,1,0,4,1,9,270,70,95,2,55,74,24,12,17,5,17.68,1,14
540,0,0,1,0,0,1,4,1,8,113,32,32,20,69,86,13,8,26,3,7.16,0,0
543,0,1,0,0,1,0,4,1,9,342,31,83,4,14,50,13,6,15,3,11.31,1,13
544,0,1,0,0,1,0,4,1,5,161,77,78,1,80,92,4,5,17,5,5.5,1,12
547,0,0,0,1,0,2,6,0,8,115,27,33,18,65,88,65,28,13,11,20.05,0,0
549,0,0,0,0,1,2,4,1,8,147,36,41,24,100,139,6,5,17,24,4.82,0,0
551,0,1,0,0,1,4,4,1,4,319,81,81,2,49,68,20,18,16,7,15.5,0,0
552,0,0,0,0,1,1,2,1,8,152,54,57,9,88,160,11,9,13,6,7.43,0,0
556,0,1,0,0,1,0,7,1,9,355,32,100,0,108,207,16,13,22,13,11.49,1,15
557,0,0,1,0,1,0,4,1,5,131,28,36,27,32,65,50,24,13,6,15.4,1,18
562,0,0,0,1,1,5,4,1,3,202,44,53,6,96,313,22,25,17,4,20.34,0,0
564,0,0,1,0,0,1,2,1,3,326,50,83,0,20,36,20,17,18,9,11.91,0,0
565,0,1,0,0,1,0,1,0,5,351,78,81,1,88,135,48,31,19,6,12.06,1,14
567,0,1,0,0,1,2,4,1,8,109,28,46,13,42,63,10,6,13,5,6.29,0,0
568,1,0,0,0,1,3,4,0,8,107,16,22,34,83,134,4,3,20,4,1.89,0,0
570,0,0,1,0,1,2,4,1,8,151,39,39,26,18,37,4,5,25,9,2.94,0,0
572,1,0,0,0,1,2,2,1,8,224,37,53,7,24,49,8,4,26,7,4.93,0,0
573,1,0,0,0,1,1,4,1,0,116,34,47,17,30,53,13,11,15,8,7.57,0,0
575,0,1,0,0,0,2,2,1,8,170,32,50,25,75,78,9,8,21,7,6.33,0,0
576,1,0,0,0,1,0,4,1,6,146,23,53,24,83,100,21,13,24,6,11.01,1,16
577,0,0,0,1,1,0,3,1,6,231,44,58,19,56,111,5,5,14,4,6.4,1,15
579,1,0,0,0,1,1,5,0,5,193,70,70,1,103,387,33,14,18,6,9.5,1,16
581,0,0,0,0,1,1,4,1,7,178,35,36,23,38,72,23,19,20,3,13.39,1,16
584,0,1,0,0,0,0,4,1,6,257,59,69,7,20,46,13,15,18,3,6.52,1,13
587,1,0,0,0,0,0,7,1,8,139,49,49,10,46,54,4,4,27,3,5.61,0,0
588,1,0,0,0,1,0,4,1,5,281,47,79,2,98,276,5,3,15,4,5.25,1,12
590,0,0,0,1,1,3,2,1,6,151,35,46,4,80,111,17,11,16,6,6.78,0,0
591,0,1,0,0,1,0,2,0,5,192,50,50,9,111,184,13,11,22,3,8.58,1,13
592,0,0,1,0,1,2,4,1,9,153,33,44,13,34,57,13,12,21,9,6.88,0,0
595,0,1,0,0,0,2,4,0,9,155,35,35,24,70,92,19,11,11,6,15.29,0,0
598,0,0,1,0,1,0,4,1,8,270,52,80,1,48,105,12,8,13,3,5.72,1,15
604,1,0,0,0,1,3,4,1,9,169,38,47,7,87,114,9,4,16,6,4.2,1,10
606,0,1,0,0,1,0,4,0,5,127,34,43,13,45,103,103,45,24,9,21.83,1,17
608,0,0,0,0,1,0,7,1,7,200,30,64,6,86,109,32,21,22,21,29.05,0,0
609,0,1,0,0,1,4,2,1,9,287,49,64,4,50,65,8,9,20,13,6.81,0,0
610,0,0,0,1,0,3,5,1,8,240,68,78,2,79,243,24,8,20,10,8.64,0,0
611,0,1,0,0,1,2,4,0,8,208,59,69,6,20,56,7,12,13,6,5.73,1,12
612,1,0,0,0,1,3,4,1,8,269,52,67,3,44,57,5,5,18,3,4.6,0,0
613,0,0,0,0,1,1,4,0,8,98,17,29,37,35,86,14,27,14,6,10.34,1,15
614,0,1,0,0,1,2,4,1,9,127,35,35,15,33,52,26,20,20,7,21.82,1,14
